,links,price,vehicle_model,regdate,mileage,motorpower,valorFipe,pricewrtfipe,error
349,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-cr-v-exl-4x4-top-teto-solar-2011-80-000km-impecavel-financio-1019122577,62900,HONDA CR-V EXL 2.0 16V 4WD/2.0 FLEXONE AUT.,2011,80000,2.0 - 2.9,60817,1.034250291859184,-0.004831132009531558
663,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-hatch-1-0-se-flex-financia-ate-60x-com-apenas-5-mil-de-entrada-960979939,48900,FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,2018,0,1.0,47341,1.0329312857776558,-0.004627153561321595
449,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-1-4-turbo-lt-16v-1012953533,107900,GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,2019,47000,1.4,103816,1.0393388302381137,-0.004532105929105024
49,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/duster-1-6-999795648,82900,RENAULT DUSTER EXPRESSION 1.6 HI-FLEX 16V MEC.,2020,65578,1.6,82631,1.0032554368215318,-0.004358022427759289
2,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-volcano-diesel-4x4-at9-2018-987423577,137990,FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,2018,57700,2.0 - 2.9,136474,1.0111083429810805,-0.0043316016419403525
419,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/impecavel-2008-1-6-thp-turbo-2016-1020067183,65900,PEUGEOT 2008 GRIFFE 1.6 TURBO FLEX 16V 5P MEC.,2016,62500,1.6,65184,1.0109842906234658,-0.004105809174769215
143,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-evolution-2020-1001838101,64990,HYUNDAI HB20 EVOLUTION 1.0 FLEX 12V MEC,2020,58201,1.0,69251,0.9384702025963524,-0.0041004516263583035
40,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-2-0-volcano-4x4-at9-4p-979598993,166900,FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,2020,52000,2.0 - 2.9,163861,1.0185462068460462,-0.003930886920662902
63,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/mercedes-c200-diferenciada-1020188809,54900,MERCEDES-BENZ C-200 KOMPRESSOR CLASSIC 1.8 16V AUT.,2008,139000,1.8,52647,1.0427944612228617,-0.003839695406849586
12,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-creta-prestige-2-0-16v-flex-aut-2019-991786557,108900,HYUNDAI CRETA PRESTIGE 2.0 16V FLEX AUT.,2019,40733,2.0 - 2.9,107888,1.0093800978792822,-0.003795058406159013
459,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-griffe-1-6-2021-1008290061,96900,PEUGEOT 208 GRIFFE 1.6 FLEX 16V 5P AUT.,2021,8910,1.6,95993,1.0094486056274936,-0.0037265506579475804
393,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-griffe-1-6-2021-1012052924,96900,PEUGEOT 208 GRIFFE 1.6 FLEX 16V 5P AUT.,2021,8533,1.6,95993,1.0094486056274936,-0.0037265506579475804
782,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-4-activ-at-4p-1019924184,71900,GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P AUT.,2017,41000,1.4,69297,1.0375629536632178,-0.0036861822839489022
83,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/versa-1-6-sv-2018-cvt-pneus-novos-ipva-pago-impecavel-1014837247,61800,NISSAN VERSA SV 1.6 16V FLEXSTART 4P AUT.,2018,56000,1.6,61789,1.000178025214844,-0.003473745224411573
736,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/spin-2019-2020-1-8-activ7-8v-flex-4p-automatico-1003272963,89990,GM - CHEVROLET SPIN ACTIV7 1.8 8V ECONO.FLEX 5P AUT.,2020,56415,1.8,90687,0.992314223648373,-0.003397114603197471
670,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-1-4-mpfi-ltz-8v-1019957650,57619,GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.,2015,66741,1.4,55197,1.043879196333134,-0.00263626124916283
255,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/amarok-trendline-899519657,168000,VW - VOLKSWAGEN AMAROK TRENDLINE CD 2.0 TDI 4X4 DIES AUT,2018,109000,2.0 - 2.9,163252,1.0290838703354324,-0.002532771213344276
484,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-t-cross-ad-2021-1011642643,120900,VW - VOLKSWAGEN T-CROSS 1.0 TSI FLEX 12V 5P AUT.,2021,8000,1.0,116836,1.0347837995138485,-0.0022406357555473377
585,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/onix-ltz-1-4-hatch-1020003032,59000,GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,2015,94000,1.4,55934,1.0548146029248757,-0.0019658412802592284
335,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-volcano-diesel-4x4-abaixo-da-fipe-1005093080,145900,FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,2019,80000,2.0 - 2.9,147491,0.9892129011261704,-0.001735782174574485
355,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/grandsiena-1-6-essence-2015-dualogic-1020082363,46000,FIAT GRAND SIENA ESSENCE DUAL. 1.6 FLEX 16V,2015,116000,1.6,44965,1.0230179028132993,-0.0015882167435237182
590,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/polo-i-motion-1-6-1019991827,44900,VW - VOLKSWAGEN POLO I MOTION 1.6 TOTAL FLEX  5P,2014,99000,1.6,43777,1.0256527400233,-0.0015399706284799919
224,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-1-8-16v-evo-freedom-978496613,121900,FIAT TORO FREEDOM 1.8 16V FLEX AUT.,2021,15000,1.8,118796,1.0261288258863934,-0.0014919425471597858
9,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/focus-2015-oportunidade-no-consorcio-977593023,56000,FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,2015,68534,2.0 - 2.9,55566,1.0078105316200554,-0.0014733620573850192
521,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sorento-ex-3-3-892684738,144900,KIA MOTORS SORENTO 3.3 V6 24V 270CV 4X2 AUT.,2016,72000,3.0 - 3.9,138510,1.046133853151397,-0.0013793142880140774
121,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/citroen-aircross-1-6-tendence-4p-939314835,46990,CITROEN AIRCROSS TENDANCE 1.6 FLEX 16V 5P MEC.,2015,62000,1.6,47268,0.9941186426334941,-0.000906603960531216
806,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-sport-2021-1019908485,104000,JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,2021,10000,1.8,104160,0.9984639016897081,-0.0008627718111047233
246,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-xei-2014-impecavel-ac-trocas-e-financiamos-959261742,73900,TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,2014,99000,2.0 - 2.9,70488,1.0484054023379865,-0.0007636243574040691
757,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-t-cross-1-0-200-tsi-1019930750,120990,VW - VOLKSWAGEN T-CROSS 1.0 TSI FLEX 12V 5P AUT.,2021,19023,1.0,116836,1.0355541100345784,-0.0007013547074297133
13,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hyundai-ix35-2-0-mpfi-gl-16v-flex-4p-automatico-2018-981649780,103900,HYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT.,2018,58196,2.0 - 2.9,103192,1.0068609969765099,-0.0006321910306434919
425,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-outlander-3-0-gt-1020064825,128000,MITSUBISHI OUTLANDER 3.0/ GT 3.0 V6 AUT.,2016,105500,3.0 - 3.9,125670,1.0185406222646614,-0.0006126522418017366
751,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/captiva-sport-2012-muito-nova-1009770906,53900,GM - CHEVROLET CAPTIVA SPORT FWD 2.4 16V 171/185CV,2012,90000,2.0 - 2.9,48332,1.115203178018704,-0.0005592251010662075
721,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/voyage-1-6-msi-automatico-2019-947739160,66900,VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 16V 4P AUT,2019,49800,1.6,64385,1.0390618932981284,-7.459125016495705e-05
232,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-2015-1019459835,43900,FIAT GRAND SIENA ATTRAC. 1.4 EVO F.FLEX 8V,2015,150000,1.4,43249,1.0150523711530903,-5.8962694047703934e-05
424,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/vw-polo-tsi-2018-1020065310,81800,VW - VOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,2018,44500,1.0,77351,1.0575170327468293,6.107277597200422e-05
577,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/cross-up-1020004604,52900,VW - VOLKSWAGEN UP! CROSS 1.0 T. FLEX 12V 5P,2016,53000,1.0,50347,1.0507080858839652,0.00021264202298754142
796,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/doblo-7-lugares-1-8-nova-2012-1019909718,44900,FIAT DOBLO ESSENCE 1.8 FLEX 16V 5P,2012,130000,1.8,44187,1.0161359675922783,0.0002526698727327581
120,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/vw-amarok-comfortline-cd-2-0-tdi-4x4-dies-aut-0km-pronta-entrega-1015244444,269900,VW - VOLKSWAGEN AMAROK COMFOR. CD 2.0 TDI 4X4 DIES. AUT.,2022,70,2.0 - 2.9,250110,1.0791251849186358,0.0006064312859874743
581,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/tracker-1-8-ltz-2014-top-de-linha-impecavel-1020003856,75900,GM - CHEVROLET TRACKER LTZ 1.8 16V FLEX 4X2 AUT.,2014,89000,1.8,71722,1.058252697916957,0.0006528917566510639
714,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-sv-cvt-2021-1019943248,112900,NISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.,2021,10000,1.6,108168,1.043746764292582,0.0008834013423844045
371,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-golf-comfortline-1-0-tsi-2017-4p-1020079841,83990,VW - VOLKSWAGEN GOLF COMFORTLINE 1.0 TSI TOTAL FLEX MEC.,2017,50391,1.0,80650,1.0414135151890886,0.0012399473639743697
379,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-territory-titanium-1-5-4p-gasolina-aut-971369847,206900,FORD TERRITORY TITANIUM 1.5 GTDI ECOBO. AUT,2022,593,1.5,203439,1.0170124705685735,0.0013792665983798358
182,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-sedan-2020-baixa-de-quilometragem-1018767779,69000,HYUNDAI HB20S VISION 1.0 FLEX 12V MEC,2020,20000,1.0,67906,1.0161105056990545,0.0015733214028765818
485,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-fiorino-working-hard-1-4-flex-8v-financia-ate-60x-sem-entrada-1020050640,81900,FIAT FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,2020,0,1.4,77897,1.0513883718243322,0.0016681482724343333
645,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/crv-867251437,110900,HONDA CR-V EXL 2.0 16V 4WD/2.0 FLEXONE AUT.,2015,88000,2.0 - 2.9,105702,1.0491759853172125,0.0017950377216937596
408,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-srv-particular-935587461,140000,TOYOTA HILUX CD SRV D4-D 4X4 3.0 TDI DIESEL AUT,2011,214000,3.0 - 3.9,132120,1.059642749016046,0.002409648730513192
363,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-lt-1-0-completo-4p-990596111,49000,GM - CHEVROLET PRISMA SED. LT 1.0 8V FLEXPOWER 4P,2015,89000,1.0,47246,1.0371248359649494,0.002480419417441704
664,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-zen-2020-ipva-2022-pago-956454313,48990,RENAULT KWID ZEN 1.0 FLEX 12V 5P MEC.,2020,46260,1.0,48271,1.0148950715750658,0.002739993490423087
243,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-1-6-sl-1018085510,121900,NISSAN KICKS SL 1.6 16V FLEXSTAR 5P AUT.,2021,7000,1.6,116044,1.05046361724863,0.0032643378885084395
309,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/onix-plus-ltz-1-0-turbo-2020-unico-dono-1017367191,87900,GM - CHEVROLET ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX MEC.,2020,12000,1.0,82525,1.0651317782490155,0.003287728150391578
535,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-lt-hb-at-2019-1020029965,105900,GM - CHEVROLET CRUZE SPORT LT 1.4 16V TB FLEX 5P AUT.,2019,39000,1.4,101224,1.046194578360863,0.0033312154106655
601,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/cruze-sedan-lt-1-8-flex-2013-automatico-baixa-km-lacrado-muito-novo-986454937,63900,GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,2013,85000,1.8,60138,1.0625561209218797,0.003369531426846928
413,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/etios-2019-2020-1-5-x-plus-sedan-16v-flex-4p-automatico-1002504471,70730,TOYOTA ETIOS X PLUS SEDAN 1.5 FLEX 16V 4P AUT.,2020,55650,1.5,70816,0.9987855851784907,0.003902565703983396
443,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-sport-992923087,124990,JEEP COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,2019,35001,2.0 - 2.9,120243,1.0394783895944046,0.003934703261611938
632,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-t-cross-comfortline-200tsi-4p-1013441157,119900,VW - VOLKSWAGEN T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.,2020,71000,1.0,115508,1.0380233403746926,0.00394526103921744
811,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/strada-hard-working-cd-1-4-966838153,65000,FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CD,2015,109000,1.4,63141,1.0294420424130122,0.0046025713305772875
654,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/c3-1-6-picasso-exclusive-16v-1001298421,48900,CITROEN C3 PICASSO EXCL. 1.6 FLEX 16V 5P AUT.,2015,71200,1.6,46215,1.0580980201233365,0.004797985555904383
605,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/audi-tt-ambition-2016-1019985501,265000,AUDI TT 2.0 16V TFSI S-TRONIC,2016,65000,2.0 - 2.9,254060,1.0430606943241754,0.004825998677786991
125,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb-20-2015-1-0-completo-ipva-pago-999771753,48900,HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,2015,0,1.0,47403,1.0315802797291311,0.004861997609235669
754,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-creta-prestige-2-0-16v-flex-aut-2018-984826297,102900,HYUNDAI CRETA PRESTIGE 2.0 16V FLEX AUT.,2018,42471,2.0 - 2.9,101212,1.0166778642848675,0.004992933775083808
463,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/compass-2-0-longitude-beats-997911613,121900,JEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,2018,77000,2.0 - 2.9,121303,1.0049215600603447,0.005032898698501098
396,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/gol-city-trend-1-0-8v-completo-1018706957,34700,VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,2014,117000,1.0,35730,0.9711726840190317,0.005107973020454404
563,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/carro-1019973004,67000,GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P MEC.,2017,17000,1.4,65014,1.0305472667425477,0.005181190514825573
487,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-1015717027,40000,FIAT GRAND SIENA ATTRAC. 1.4 EVO F.FLEX 8V,2014,113000,1.4,40872,0.9786651008025053,0.0051932636676531585
194,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/compass-longitude-aut-diesel-4x4-impecavel-td-revisado-1020165782,143900,JEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.,2017,90000,2.0 - 2.9,140060,1.0274168213622734,0.005262953819277216
23,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toro-volcano-2021-diesel-26-mil-km-1013758606,181000,FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,2021,26000,2.0 - 2.9,175392,1.03197409231892,0.0053412808503900955
179,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-pulse-2021-2022-1-0-turbo-200-flex-audace-cvt-973865107,119900,FIAT PULSE AUDACE 1.0 TURBO 200 FLEX AUT.,2022,0,1.0,113905,1.0526315789473684,0.0055002008193507645
432,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/corsa-classic-2004-1020063877,15000,GM - CHEVROLET CORSA SED.WIND 1.0/MILLENIUM/CLASSIC VHC,2004,160800,1.0,14718,1.019160211985324,0.0057679600688467225
210,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-plus-10tat-ltz-2020-1016387946,80990,GM - CHEVROLET ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX AUT.,2020,60716,1.0,85696,0.9450849514563107,0.005854832062101467
109,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-creta-pulse-1-6-16v-1-million-at-u-dona-rev-ccs-1008710713,109900,HYUNDAI CRETA 1 MILLION 1.6 16V FLEX AUT,2019,38000,1.6,105279,1.043892894119435,0.005867602242030534
108,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/jetta-highline-2-0-tsi-2016-todas-revisoes-na-concessionaria-ipva-2022-pago-967257062,99000,VW - VOLKSWAGEN JETTA HIGHLINE 2.0 TSI 16V 4P TIPTRONIC,2016,86000,2.0 - 2.9,94680,1.0456273764258555,0.005889686948190365
338,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toro-1020084975,98900,FIAT TORO OPENING ED. PLUS 1.8 16V FLEX AUT.,2017,67000,1.8,96946,1.0201555505126565,0.00597002566811522
430,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/audi-q5-2-0-s-line-2020-1020064141,305900,AUDI Q5 S-LINE 2.0 TFSI QUATTRO S-TRONIC,2020,33000,2.0 - 2.9,291842,1.0481699001514517,0.006230557817214821
451,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/208-allure-1-6-aut-2017-1020056280,56000,PEUGEOT 208 ALLURE 1.6 FLEX 16V 5P AUT.,2017,109000,1.6,55387,1.0110675790347916,0.006284311772736251
488,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-sedan-premium-1-6-flex-16v-2017-automatico-completo-1018688848,69900,HYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT.,2017,81300,1.6,67249,1.039420660530268,0.006322282838548743
206,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-march-16s-flex-2013-994594555,30990,NISSAN MARCH S 1.6 16V FLEX FUEL 5P,2013,205851,1.6,34004,0.9113633690154099,0.006346417723069986
562,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sorento-ex-2012-1020007449,64900,KIA MOTORS SORENTO 2.4 16V 4X2 AUT.,2012,92000,2.0 - 2.9,62344,1.0409983318362632,0.006902261415757227
633,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/tiggo-5x-txs-1-5-turbo-apenas-28000km-unico-dono-1018029167,116000,CHERY TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.,2020,28000,1.5,111784,1.0377155943605525,0.007286381065777281
546,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-hatch-xs-1-3-flex-impecavel-unico-dono-lindo-carro-1020025181,39900,TOYOTA ETIOS XS  1.3 FLEX 16V 5P MEC.,2013,70000,1.3,38579,1.0342414266829103,0.0072975565787414265
366,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/gm-chevrolet-cruze-lt-1-4-16v-turbo-flex-4p-aut-2017-flex-1020080663,92900,GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,2017,71235,1.4,90361,1.028098405285466,0.007562296767464671
48,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/etios-2019-2020-1-5-x-plus-sedan-16v-flex-4p-automatico-987781957,70990,TOYOTA ETIOS X PLUS SEDAN 1.5 FLEX 16V 4P AUT.,2020,58629,1.5,70816,1.00245707184817,0.00757405237366271
668,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-authentique-flex-1-0-12v-5p-2018-flex-954012126,44900,RENAULT SANDERO AUTHENTIQUE FLEX 1.0 12V 5P,2018,87505,1.0,43168,1.0401223128243142,0.007899094808168972
16,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/renegade-longitude-ano-2020-1017677048,99000,JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,2020,56500,1.8,95776,1.0336618777146676,0.008768467106529121
